,date_forecast,lower,mean,upper,k
3,2019-07-01,0.03938614593531131,0.052274848585011746,0.06564547452320357,lagasca Property
4,2019-10-01,0.039287962637587936,0.05457402388744126,0.06991346710233426,lagasca Property
5,2020-01-01,0.04354679826561125,0.06066589996689853,0.07777566749045128,lagasca Property
6,2020-04-01,0.047528705434100926,0.06618567468456171,0.08494425542187378,lagasca Property
7,2020-07-01,0.029006289166503718,0.04964804131532752,0.0709970446438315,lagasca Property
8,2020-10-01,0.020754702167318007,0.04386718211315199,0.06555208081715169,lagasca Property
9,2021-01-01,0.010338542683405949,0.03460282446683749,0.05904447338064012,lagasca Property
10,2021-04-01,-0.001065978612454277,0.02533211383291767,0.051029075244401145,lagasca Property
11,2021-07-01,0.0004662590913089293,0.02763762460819752,0.05410356479214751,lagasca Property
12,2021-10-01,0.012295212076789852,0.03936579911055116,0.0671720853218889,lagasca Property
13,2022-01-01,0.007019883385056103,0.03503345418206272,0.06420414858131629,lagasca Property
14,2022-04-01,-0.0021058673471066047,0.02983610480754595,0.06075110480822454,lagasca Property
15,2022-07-01,0.01248453975484276,0.04520042248277245,0.07650822107940214,lagasca Property
16,2022-10-01,0.0003362631668157867,0.03461115716432284,0.06697249048597897,lagasca Property
17,2023-01-01,-0.019484241964635496,0.016378527914535868,0.05081721255996996,lagasca Property
18,2023-04-01,-0.033334149648670874,0.004356258562928872,0.03980899731011056,lagasca Property
19,2023-07-01,-0.05010719045265433,-0.010058033118841125,0.026418366456399722,lagasca Property
20,2023-10-01,-0.05887517711999091,-0.01826175274652031,0.02071003339543842,lagasca Property
