date,fc,fc_lower,fc_upper,yy,k,chosen_param,date_forecast
2028-07-01,7552.068228616095,6871.260604014528,8273.10982147801,price,lagasca Property,"1, 0, 0",2023-10-01
2028-10-01,7553.044249381543,6873.404539388467,8316.560276909393,price,lagasca Property,"1, 0, 0",2023-10-01
2023-10-01,22.893082950359236,22.893082950359236,22.893082950359236,ef_r,lagasca Property,"0, 0, 0",2023-10-01
2024-01-01,22.68419931831366,22.64844280757535,22.818231854108358,ef_r,lagasca Property,"0, 0, 0",2023-10-01
2024-04-01,22.478662099528588,22.37978598180725,22.627190605674606,ef_r,lagasca Property,"0, 0, 0",2023-10-01
2024-07-01,22.47372200587412,22.32590394906785,22.701332378952532,ef_r,lagasca Property,"0, 0, 0",2023-10-01
2024-10-01,22.31894679298409,22.115676352629283,22.57072391911405,ef_r,lagasca Property,"0, 0, 0",2023-10-01
2025-01-01,22.367985697157838,22.1014521436314,22.676362381288143,ef_r,lagasca Property,"0, 0, 0",2023-10-01
2025-04-01,22.43835636187195,22.155360867184207,22.76491052420555,ef_r,lagasca Property,"0, 0, 0",2023-10-01
2025-07-01,22.457986966853635,22.11610217198306,22.835552280073383,ef_r,lagasca Property,"0, 0, 0",2023-10-01
2025-10-01,22.51593690363387,22.19302886808696,22.871082647389137,ef_r,lagasca Property,"0, 0, 0",2023-10-01
2026-01-01,22.50216754404821,22.180175764270157,22.881825800665165,ef_r,lagasca Property,"0, 0, 0",2023-10-01
2026-04-01,22.468766840771668,22.19161868292879,22.818056297801068,ef_r,lagasca Property,"0, 0, 0",2023-10-01
2026-07-01,22.52216964615214,22.26831058768299,22.913548882904255,ef_r,lagasca Property,"0, 0, 0",2023-10-01
2026-10-01,22.544135332473523,22.243033645661452,22.960082922748338,ef_r,lagasca Property,"0, 0, 0",2023-10-01
2027-01-01,22.543007210983756,22.280046689940438,23.025813615937498,ef_r,lagasca Property,"0, 0, 0",2023-10-01
2027-04-01,22.585719922481204,22.15595702385277,23.02081103825545,ef_r,lagasca Property,"0, 0, 0",2023-10-01
2027-07-01,22.588794547867128,22.18074633479174,23.047945767341314,ef_r,lagasca Property,"0, 0, 0",2023-10-01
2027-10-01,22.64226480621451,22.2300525656982,23.05585817620705,ef_r,lagasca Property,"0, 0, 0",2023-10-01
2028-01-01,22.635538067355764,22.22806272256535,23.155155866532056,ef_r,lagasca Property,"0, 0, 0",2023-10-01
2028-04-01,22.635193002555177,22.19864264813738,23.137026711468966,ef_r,lagasca Property,"0, 0, 0",2023-10-01
2028-07-01,22.64174955406269,22.193803489314973,23.17282005483275,ef_r,lagasca Property,"0, 0, 0",2023-10-01
2028-10-01,22.658763959581997,22.226681212174217,23.150367539567593,ef_r,lagasca Property,"0, 0, 0",2023-10-01
